,label,tweet
249,1,"salam ""wallahulmuwafiq ilaaqwamithoriq @sandiuno mencerminkan beliau nu sejak itu saya jatuh hati meski waktu itu saya #ahy @agusyudhoyono"
250,1,saya selalu suka dengan orang yang berjiwa besar #ahy
251,1,@ahycenter ahy r1 2019.. boleh kalah di pilgub #ahy @agus_yudhoyono
252,1,"walaupun kau kalah,kami tetap bangga sekali padamu #ahy,jalanmu masih panjang,kesuksesan yang lebih baik menantimu disaat yang tepat."
253,1,#ahy aku pribadi kagum atas pribadi mu yes #bangga atas sikapmu
254,1,"prananda sebut #ahy demokrat sejati, saya kagum dan salut   "
255,1,waktu itu .... ah sudahlah <frowning face> @didienazhar: #ahy no. 1 <thumbs up> <thumbs up> <thumbs up>
256,1,aku dari dulu agus harimurti yudhoyono lovers #ahylovers dari dulu annisa larasati pohan lovers  #alplovers bukan mendadak #ahy
257,1,terkadang sikap dewasa justru diajarkan oleh yang paling muda <thumbs up> <smiling face with hea-eyes> #a1 #ahy  #awesome
258,1,bangga melihat pernyataan #ahy ini. ksatria.
259,1,"hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya, yang jelek2in #ahy?  <face with stuck-out tounges> <face with tears of joy> "
260,1,#ahy juga bagus programnya mengenai persija
261,1,pingin lihat mas #ahy debat <face with stuck-out tounges> 
262,1,wah.diam2 mereka jadi *tersepona dengan pesonanya  #ahy dan akhirnya.. #gagalfokus deh! <face with stuck-out tounges> #ayoagusyudhoyono  
263,1,#ahy dukung #harisantrinasional 
264,1,"dengan kecerdasan, nasionalisme dan jiwa pancasilais yang dimiliki, #ahy bisa dikatakan memiliki jiwa santri, walaupun belum pernah mondok"
265,1,marasa beruntung sekali <sign of the horns> #ahy
266,1,walaupun aku pendukung anies sandi <ok hand> tapi bangga dengan jiwa besar ahy silvy masih ada 2019 prabowo ahy <folded hands> <folded hands>
267,1,"ahy sylvi selalu menang dalam hati kami pendukungnya, dengan adanya ahysylvi membuat panik dan ketar ketir luar biasa di kubu sana  <folded hands> <folded hands>"
268,1,kemenangan anis sandi  <ok hand> adalah kemenangan ahy silvy dan kaum pribumi <hugging face> <hugging face>
269,1,masih banyak yang bisa diperbuat ahy silvy untuk kemaslahatan bangsa ini... 
270,1,benar kata mas #ahy @agusyudhoyono #aniestidakkonsisten #boongya #debatfinalpilkadajkt #menolaklupa
271,1,"[heboh] pentolan band coldplay asal inggris, chris martin, memberikan dukungan pada pasangan agus-sylvi #ahy di pilkada jakarta 2017."
272,1,#sekjenpartaidemokrat@hincapandjaitan: diskusipolitik&bola kami akan turunkan yang terbaik untuk nkri kedepan #ahy@wearethenextleader#
273,1,karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <smiling face with smiling eyes>
274,1,#djarot apresiasi #ahy relakan relawannya dukung #ahok <clapping hands> <clapping hands>  
275,1,kemenangan yang tertunda. belajar dari segala kekalahan.pernyataan yang bijaksana #ahy
276,1,politik santun dan bermartabat. <folded hands> #ahy
277,1,"heboh, ahy muncul dengan penampilan baru @agusyudhoyono  "
278,1,gunawan dan freely anggota dprd talaud ini mau pasang spanduk ahy di perbtasan indonesia-filipina. lanjutkan
279,1,[ a h y ] untuk semua ! . . . . . . . . #ahy #ahy4all #ahyforall #ahyhargamati #tni…  
280,1,"yang buat polling mbak, kami terbuka pemilih #ahy secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <smiling face with smiling eyes>"
281,1,sambutan hangat buat pendukung #ahy yang mau bergabung dengan kami <smiling face with smiling eyes> <folded hands>
282,1,12. #ahy dan sby di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat! 
283,1,"diberi nikmat bersyukur, diberi ujian bersabar.. selamat malam semuanya.. <face blowing a kiss> <face blowing a kiss>"
284,1,bangga menjadi bagian dari perjuangannya <face blowing a kiss> <face blowing a kiss> #ahy
285,1,jiwa besarnya teladan bagi kita semua... <oncoming fist>  <oncoming fist>  <face blowing a kiss>
286,1,saya juga dan tidak pernah nyesal dukung beliau <face blowing a kiss> <face blowing a kiss> malah bngga sekali kehadirannya di republik ini #ahy
287,1,pemimpin muda masa depan #ahy  <raising hands> <raising hands> <raising hands>
288,1,siapapun pemenang nya ahy tetap no 1 dan selalu dihati <smiling face with open mouth & closed eyes> <smiling face with open mouth & smiling eyes> <smiling face with smiling eyes> <face savouring delicious food> <kissing face with closed eyes> <face blowing a kiss> <smiling face with hea-eyes>  @agusyudhoyono #ahy #ahy…  
289,1,saya yakin rencana dan keputusan allah selalu benar dan selalu lebih baik dari keputusan manusia. <smiling face with smiling eyes> <smiling face with smiling eyes> #ahy
290,1,mas #agus tetap semangat . pendukung #ahy jangan tidur . #basuki maju terus insyaallah menang
291,1,keikhlasan berkorban #ahy tak bakal sia2 non
292,1,@agusyudhoyono tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini  <smiling face with smiling eyes> <smiling face with smiling eyes>  #ahy #wpap #art
293,1,"ahy, mundur selangkah untuk melompat tinggi    "
294,1,semua tetap berharap pada #ahy. semoga semakin bersinar. aamiin! <smiling face with smiling eyes> <smiling face with smiling eyes>
295,1,"jika sudah waktu nya, akan datang untuk nya ... #ahy"
296,1,membaca strategi politik sby dalam pencalonan agus yudhoyono #ahy
297,1,nunggu skenario selanjutnya..... #ahy
298,1,jangan kira skenario ahy cuma untuk menang pilgub saja? ahy sudah pikirkan matang skenario jika kalah. kalah pun dia menang sejatinya. <smiling face with smiling eyes> <smiling face with smiling eyes>
299,1,"bukan kah #ahy sdh menunjukkan jiwa besar dalam hasil pilkada yang sulit, sungguh tidak sulit untuk deklarasi ini"
300,0,"catat, warga dki bakal segera merasa kehilangan ahok #pilkadadki2017"
301,0,"kalau saja #ahokmenang dalam #pilkadadki2017 maka jelas warga dki cukup cerdas, tak mudah diprovokasi isue sara, tapi kok..#gombalinahok"
302,0,"hari ini kalah di #pilkadadki2017 , besok kalah dipengadilan. #penjarakanahok"
303,0,"sedih, kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #ahokkalah"
304,0,ahok kalah telak diseluruh tps yang berada di wilayah fpi  
305,0,ahok menang tipis di tps tempat habib rizieq mencoblos  
306,0,"langsung deh, cuitan curang lah, black campaign lah, nongol.. katanya legowo, itu demokrasi bukan namanya hahaa #pilkadadki2017"
307,0,hasil tps  011/010 rw 002 di kelurahan pela mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot
308,0,"#pilkadadki2017 masa tenang aja masih ada yang curang, apalagi pemilihan yaa hati2 aja, awasin tuh yang kemarin ketahuan bagi2 sembako"
309,0,tidak akan diberi petunjuk orang-orang zalim. tetap haram pemimpin kafir. #pilkadadki #pilkadadki2017 #islamrahmatanlilalamin
310,0,jangan harap jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #ottsembakoahok #pilihanmumasadepanmu #pilkadadki2
311,0,"syukur, lembar c6 sudah di tangan. tidak sabar mau colok matanya ahok. #pilkadadki2017"
312,0,penista agama #ahok
313,0,"#sembako itu kan rejeki #ahoker , kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017."
314,0,ahokers tukang plintir...lihat nehh!! @basuki_btp @ahokdjarot @wagubdki @vivarevolusi @tempodotco @republikaonline #pilkadadki2017
315,0,"#selamatharisembako kepada warga #jakarta yang merayakannya. terima sembakonya, jangan pilih pemberinya. #pilkadadki2017 @gunromli @sahal_as"
316,0,tidak rumit membedakan antara yang hitam dan putih dalam #pilkadadki2017 sangat jelas siapa yang paling doyan gaduh
317,0,harus dan pasti gubernur baru... yang lama udah bosan #pilkadadki2017
318,0,"kalau saya warga dki, maka saya akan ikut pesan rasulullah saw untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc @partaisocm"
319,0,"kalau ahok lawannya djarot, aku mungkin pilih djarot karena memang ahok perlu belajar lebih baik mengenai humas dan diplomasi #pilkadadki201"
320,0,"#apakah ini hoaks ingat, muktamar nu sudah wajibkan nahdliyin pilih pemimpin muslim #pilkadadki2017"
321,0,jangan biarkan ini terjadi!! #gue2 #badjauntukjakarta #pilkadadki2017
322,0,#djarot beberkan kronologi pengusiran dirinya setelah sholat jumat  
323,0,hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. tetap semangat ya pak djarot...!! #garagarapilkada #pilkadad
324,0,dilarang pilih cagub nonmuslim? habib: pilih djarot! #pilkadadki2017
325,0,aneh dan makin aneh.. sesama umat sendiri di usir #pilkada #pilkadadki2017
326,0,bagi2 sembako gratis tim @basuki_btp itu melanggar pasal 73 ayat 1 uu no.10 thn 2016 #pilkadadki2017
327,0,mui sesalkan pemberian gelar sunan untuk ahok  
328,0,"kemungkinan yang saya lihat, #ahok kalah di #pilkadadki2017 lebih besar daripada menang."
329,0,pengamat: polisi terkesan berpihak pada ahok  
330,0,kubu badja sindir anies soal spanduk jakarta bersyariah - #pilkadadki2017 #ahok-djarot #aniesbaswedan #ahok #jakarta
331,0, 
332,0,"turun pangkat saja @ahok, jakarta tidak butuh penista agama seperti kamu iya kamu"
333,0,mulut #ahokers semakin jorok itu pertanda suara anies semakin kuat di #pilkadadki2017 #yangbikinberantem
334,0,jika pkb dukung #ahokpenistaagama di #pilkadadki2017 putaran ke2 maka siap-siap saja ditinggalkan pemilih umat islam di pemilu 2019.
335,0,"waduh! , ahok-djarot gunakan apbd untuk alat kampanye putaran kedua  "
336,0,"sedihnya hari ini, indonesia hanya sebatas jakarta, bhinneka hanya sebatas soal ahok semata #savejakarta #savenkri #1000lilin #ahokdjarot"
337,0,"pak djarot menangis, @addiems pimpin #nyanyianuntukahok. ada apa ya? cek  "
338,0,kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok  
339,0,"ohh jadi mereka itu tertib karena #ahokdjarot ya, terus ada gub baru mereka tidak tertib lagi"
340,0,"kafirrrrrr dan menista ya??!#saveahok #ripjusticeindonesia #ahok #ahokdjarot â€” iqra, iqra, iqra !!!  "
341,0,lihat raut wajah bpk djarot bikin miris. sabar & kuatkan @ahokdjarot @basuki_btp #indonesiaberkabung #ahokdjarot
342,0,"remuk, negara nyata dalam ""pembohongan"". sangat nyata.... masih belum terasa? sejak dulu dan saat ini. mulai pakai otak. #ahok #ahokdjarot"
343,0,orang2 tidak tahu diri.ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #ripjusticeinindonesia #ahokdjarot #ahokishope
344,0,remuk hatiku lihat beliau  #riphukum #ripjusticeinindonesia #freeahok #ahokdjarot #ahok #ahokishope
345,0,ya beginilah politik indonesia jaman sekarang.. menyedihkan!! #riphukum #ripjusticeinindonesia #freeahok #ahokdjarot #ahok #ahokishope
346,0,"mental tempe jadi benci hukum indonesa, mental badja terus berjuang. #indonesia #indonesiasatu #pancasila #ahokdjarot #ahokishope #ahok"
347,0,kematian hukum kebenaran di indonesia #saveahok #ripjusticeindonesia #ahokdjarot #ripjusticeindonesia #tegakkankebenaran
348,0,ada tangis sedih pak djarot pd #paradenyanyianuntukahok yg dipimpin @addiems di balai kota. cek  
349,0,lebih mulia buruh di sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #ahokdjarot
350,0,habiburokhman sindir #ahok via #puisi #sembako  
351,0,buahahahhaha!! emang siapa yang merayakan? bisa gak pendukungmu merayakan tanpa di bayar? #ahokdicintairakyat #ahokdjarot #ahok @detikcom
352,0,#ahokdjarot #kpudkijakarta #sumarmo saksi ahok-djarot tolak tandatangani rekapitulasi suara pilkada  
353,0,"bagaimana dengan #ahokdjarot pak @jokowi ? mereka, khususnya #ahok di abused tiap hari oleh kaum islamist radicals"
354,0,deddy corbuzier sindir karangan bunga ahok. #indoharian #ahok #djarot #ahokdjarot #karanganbunga #dki #jakarta #dkijakarta #memepolitik
355,0,"bawa #ganja, #polisi ciduk #penyanyi pro #ahok  "
356,0,"takjub sebegitu besarnya cinta warga dki pada #ahokdjarot , geli sama kalimat-kalimat dalam #karanganbungaahok ."
357,0,"yah namanya juga manusia, suka khilaf. yang paling disayang a...yang diajak buat komitment b, paling ujung-ujungnya nyesel. #ahokdjarot"
358,0,salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #ahokdjarot
359,0,"#ahokdjarot, untuk yang menang kerja aja dulu jangan banyak nuntut. belom belom kok banyak maunya. #jakarta #tanyakenapa"
360,0,enak sih nanti gubernur baru ini tinggal terima rapi #semangat #ahokdjarot
361,0,"bukti #ahokdjarot ..begtiu dicintai warganya,,namun kalah terhornat karna kelicikan yang menjijikan dari lawanya.."
362,0,"makin stress! dipikiran @fadlizon cuma duit, itung : 4000 bunga x rp 200.000 udah berapa dananya?? tapi cinta ke #ahokdjarot melebihi materi"
363,0,saya sarankan @fadlizon di dpr bikin pansus karangan bunga atau undang lsm untuk bentuk tim pencari fakta karangan bunga dari pada jadi gila
364,0,#karanganbunga #karanganbungaahok #ahokdjarot karangan bunga yang sindir ahok - djarot dirusak  
365,0,sebentar lagi pada komen apa nih mas ? settingan ? pencitraan ? apa disuruh ahok lagi ? hahaha #ahokdjarot
366,0,kita gembira atas bunga2 buat #ahokdjarot kaga juga bahas2 soal a&s tapi kenapa yang benci tetep fokus sama #badja yaaa? perhatian kalian
367,0,"para pendukung yang menang pada stres ni ya melihat kembang ke ahokdjarot, hati rakyat tidak bisa dibohongi menanglah karena menang."
368,0,"mungkin seperti ini ya rasanya dipaksa putus,lantas dikawin paksa sama bandot bini 5.susah move on-nyah. #pilkadajakarta #ahokdjarot"
369,0,"kira kira kalau karangan bunga ahok-djarot nyasar ke rumah anis, orang orang bakal ngomong apa ya? #ahokdjarot #orangkokbisanyinyirbgt	"
370,0,tidak masuk muri? mungkin bisa diusulkan masuk @gwr #ahokdjarot #badja #indonesiahebat
371,0,wah galon #adaaqua nya banyak pak.. saingan ni ye sama bunganya pak #ahokdjarot
372,0,dalam catatan sejarah dunia baru cuma #ahokdjarot yang kalah kebanjiran bunga #ahokrekormuri
373,0,"hati hati komentar tentang #ahokdjarot #kalahpilkada, ujung2nya anda dituduh nyinyir"
374,0,tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #ahokdjarot
375,0,jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#gombalinahok #ahokdjarot #ahokfornobel
376,0,yang dilantik oktober nanti bisa kayak gini gak #ahokdjarot #ahokmandikembang
377,0,yang menang pilkada itu #aniessandi yg kebanjiran ucapan selamat dan karangan bunga #ahokdjarot - fenomena alam
378,0,kiriman bunga ke #ahokdjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua
379,0,#karanganbungaahok biarlah mereka menghibur diri...wkkwwkkwk. #ahokdjarot #ahokbali1
380,0,banyak yang mulai sakit jiwa karena warga lebih cinta #ahokdjarot. #karanganbungaahok #gombalinahok kamis  #lawansekulerradikal
381,0,#ahokdjarot kalahpun masih juga jadi sasaran kreator hoax
382,0,"daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #ahokdjarot #kalahpilkada"
383,0,ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #ahokdjarot
384,0,yang di dalam balaikota seperti di dalam museum di paris yang mau moto lukisan monalisa... #ahokdjarot #ahokdicintairakyat #savejakarta
385,0,"menit ke 1:51 sedih banget huhuhu... ibu itu sama bapaknya nangis, #ahokdjarot #savejakarta"
386,0,haha.. kayaknya sebentar lagi ada banyak bunga tandingan nih #ahokdjarot
387,0,"saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja takut bikin macet kalo bapak ikutan ngiri #ahokdjarot"
388,0,"stress, guberner yang didukung tidak diharapkan sama warga jakarta... #ahokdjarot #savejakarta"
389,0,"gak murah nih ! , jika ahok bukan gubenur kesayangan warga jakarta, emang siapa mau buang2 duit untuk beginian? #ahokdjarot"
390,0,"ya ampun pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... apalagi masalahnya issue sara... #ahokdjarot tak terganti"
391,0,"karangan bunga yang dikarang-karang untuk #ahokdjarot, sungguh kegilaan pasca kegilaan tuntutan jpu kasus #ahokpenistaagama"
392,0,apakah kafir itu tidak berlaku lagi jika .....???? #ask #ahokdjarot #aniessandimenang
393,0,"untuk pembenci pak basuki >""benci boleh, goblok jangan""< #ahokdjarot #badja"
394,0,pengamat: cara yang digunakan untuk jungkalkan ahok-djarot mirip strategi isis  
395,0,"yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4ri #ahokdjarot"
396,0,"lambang matinya akal waras di indonesia, ketika fitnah mengendalikan kita #ahok #ahoktumbang #pilkadajakarta #ahokdjarot"
397,0,#ahokdjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah
398,0,kajian ini gue liat pake perspektif netral loh ya. coba lah kalo ngomong dipikir #ahokdjarot
399,0,sederhana aja kan? ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra ahok #ahokdjarot
400,0,"#debatfinalpilkadajkt #ahokdjarot #jakartakerja debat kok beretorika, program kok berwacana... yang adil tidak korupsi sajalah"
401,0,"ancam polisikan, sutradara video rasis kampanye ahok-djarot minta bayaran sesuai kontrak  "
402,0,"di penutup, paslon mengucapkan permintaan maaf. #ahokdjarot melakukannya dengan baik. #aniessandi kok minta maafnya gitu..?"
403,0,saya mau protes kenapa ada iklan yang macet-macet saat streaming #ahokdjarot #badja  
404,0,menata jakarta bukan menata kata-kata! #debatpilkadadki #gw2
405,0,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%
406,0,"lholho ini kenapa pendukung ahok, dp 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <bomb>  #dp0% #ahokkeok #pilkadadki #pilkadadki201"
407,0,"dulu #jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <broken heart>  #akucoblosaniessandi #pilkadadki2017 #pilkadadk"
408,0,ha-ha-ha. sudah tidak adil nih bangsa. kalian masih mau milih no 2? cina? hah? <speak-no-evil> #akucoblosaniessandi #pilkadadki #pilkadadki2017
409,0,tidak akan diberi petunjuk orang-orang zalim. tetap haram pemimpin kafir.  <fire> <fire> #pilkadadki #pilkadadki2017 #islamrahmatanlilalamin 
410,0,jangan sampai allah mengazab kalian wahai orang2 muslim yang memilih pemimpin kafir <high voltage> <high voltage> #pilkadadki2017 #pilkadadki
411,0,saya tidak bisa move on sampai sekarang lihatin ahok + djarot kalah <slightly frowning face>
412,0,masih baper tentang ahok-djarot <disappointed face>
413,0,"bukan untuk memenangkan anies-sandi, tetapi untuk mengalahkan ahok-djarot. tarik kesimpulannya sendiri yep"
414,0,sembako murah ala timses ahok-djarot langgar uu pemilu  
415,0,kok rasa2nya ahok-djarot bakal kalah ya.. gerakan dan tindakan paslon 3 gencar dan mengerikan. <face screaming in fear> <face screaming in fear>
416,0,itu yang ngomong jangan pilih ahok djarot pernah merasakan banjir tidak sih? <pouting face>
417,0,dulu mereka bilang #ahy cagub #fpi sekarang #anies cagub #fpi. intinya #ahoker buta peta politik <zipper-mouth face>
418,0,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada dki sampai sekarang <confused face>
419,0,kafir tetap haram pemimpin kafir. #pilkadadki #pilkadadki2017 #islamrahmatanlilalamin  <fire> <fire>  <fire> <fire>
420,0,#djarot beberkan kronologi pengusiran dirinya setelah sholat jumat  
421,0,awas serbuan warga wahabi dari bogor dan depok #jakartaberaswaja #sjpkb #pilgubdki #jakartapunyasemua @kpudki  
422,0,"dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihahok #ahokdjarotdirosi #ahok #ahokdjarot #jangansalahpilih"
423,0,kuota @aagym lagi habis makanya tidak mengikuti berita @warta_mui @mata #indonesia #pilkadadki #aniessandi #voteahok #ahokdjarot
424,0,@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <see-no-evil monkey>  @ojkindonesia
425,0,kalo bete ama m taufik boleh pilih #ahokdjarot nggak kak? soooo pastiiii !!! <face with steam from nose> <face with steam from nose> <face with tears of joy> <smiling face with open mouth & smiling eyes> <face with tears of joy> <grining face with smile eye> <victory hand> #jangantakutpilih2 #pilihbadja
426,0,#ahokdjarot anti korup..kinerja kerja nyata.. kebersihan tata ruang kota.. jakarta..makin baik?  <weary face>  <weary face>
427,0,"diberbagai survei, debat dimenangkan paslon no 3 nih. #aniesbaswedan #ahokdjarot"
428,0,memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #ahokdjarot
429,0,"mendadak santun & toleran gini <zipper-mouth face> <zipper-mouth face> <zipper-mouth face> ....bukan gara"" deket tgl 19 april kan ? <face with tears of joy> <face with tears of joy> <face with tears of joy> #indonesia @metro_tv #voteahok #ahokdjarot #ahok"
430,0,@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadadki @matanajwa
431,0,#tolakjakartabersyariah #tolakjakartabersyariah #tolakjakartabersyariah #tolakjakartabersyariah @lintangchrezl @hit_dx @chajanjr @arifinp76
432,0,"apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanfpi #badja #ahokdjarot #mat"
433,0,rizieq minta pengikutnya untuk ternak akun disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu pasukan caci maki  <grining face with smile eye> <face screaming in fear> <face screaming in fear>
434,0,wasekjen mui nilai video kampanye ahok-djarot suduntukan umat islam  
435,0,"kasih iming-iming kjl kepada orangtua, ahok-djarot diminta jangan menipu lansia  "
436,0,tidak usah mikir coblos sebelah kiri #ahokdjarot <face with stuck-out tounges> <face with stuck-out tounges> <victory hand>
437,0,video kampanye ahok-djarot telah hancurkan kebhinekaan  
438,0,saat alien menyerang indonesia  
439,0,lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <face with tears of joy> #ahokdjarot <face with stuck-out tounges>
440,0,@kataahok #ahok #ahokdjarot @ahokdjarot  @tetapahokdjarot  #3ya3 memang pilpres sabang sampai merauke?  
441,0,"mentang mentang nama belakangnya sama, mau ambil keuntungan saja. yang novel iya yang anies gak #ahokdjarot #pilgubdki"
442,0,#ahokdjarot mencari orang pintar buanyak di jakarta. mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.
443,0,"kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <face with tears of joy> mending liat yang udah ada hasil kerja ada deh #ahokdjarot"
444,0,"timses anies ngomongnya sok kayak motivator, udah ahok terbaik kok jadi gubernur. liat hasil kerjanya aja deh #ahokdjarot"
445,0,"pantes banyak polling dihapus, kalau yang menang polling #ahokdjarot pasti dibesar2kan, ditayangkan 25x dalam sehari dimetrotivi <face with tears of joy> <face with tears of joy> <face with tears of joy>"
446,0,"buzzer #ahokdjarot galau, semua survei dan polling memenangkan #aniessandi invoice bakal tak dibayar nih!  <face with stuck-out tounges>"
447,0,@aniesbaswedan omonganmu tidak cocok dengan fakta <thumbs down> <thumbs down>@matanajwa @metro_tv #pilkadadki #voteahok #badja  @nu_online #ahokdjarot #dki
448,0,"#ahokdjarot unggul dalam memainkan isu dan strategi. apalagi dalam isu sara, serta matang dalam mengelola strategi musuh.  <face with stuck-out tounges>"
449,0,nasi bungkus terdeteksi #ahokdjarot
450,1,pdi-p perkuat kemenangan ahok-djarot #pilkadadki2017.
451,1,inilah pemenang #pilkadadki2017 yang sesungguhnya. mereka harus mengalah agar jakarta tidak pecah oleh politik sara yang brutal dari pihak
452,1,hujan sembako dari ahok-djarot jadi sedekah bagi anies-sandi #pilkadadki2017
453,1,"dalam hitungan saya, pemenang sesungguhnya dalam #pilkadadki2017 adalah #ahokdjarot, tapi mereka harus mengalah untuk kepentingan nasional."
454,1,terima kasih pak ahok  @basuki_btp #pilkadadki2017
455,1,"sempat terkejut karena bapak ahok kalah dalam versi quick count #pilkadadki2017. tidak apa-apa, tetep keren terus ya pak! tetap menginspiras"
456,1,"jadi serahkan semua takdir kehidupan kepada tuhan, kita hanya menjalankan sebaik mungkin. bukan begitu pak @basuki_btp #pilkadadki2017"
457,1,trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017
458,1,"melihat para @temanahok, harapan itu kembali hidup. mereka akan jadi ahok masa depan. menyelamatkan nkri dari tikus berdasi. #pilkadadki2017"
459,1,selamat istirahat pak @basuki_btp setelah ronde panjang melawan penjahat anda telah menang #pilkadajakarta #pilkadadki2017 #basukidjarot
460,1,kekuasaan itu tuhan yang kasih tuhan juga yang ambil. #terimakasihpakahok saya bangga memilih pak ahok #pilkadadki2017 #terimakasihahok
461,1,"yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017"
462,1,"tidak apa-apa ahok kalah, supaya sedikit aman. coba ahok menang, calo akhirat pada ribet teriak-teriak di monas. #pilkadadki #pilkadadki2017"
463,1,untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada
464,1,artis pendukung ahok selamati rekannya pendukung anies  
465,1,"saatnya menerima gubernur baru. terima kasih kepada gubernur lama. sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017"
466,1,kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.terimakasih pak @ahok #salam2jari
467,1,@ahok @djarot saya mendukungmu di pilkada ini dengan sepenuh hati. semoga menang menang merdeka
468,1,#pilkadadki2017 sangat mencintaimu pak @ahok. menanglah dan lanjutkan
469,1,#hasilc10 #ba2ukidjarot #pilkadadki2017 #matarakyat #kawalpilkada @basuki_btp @ahokdjarot unggul di tps 58 duri kosambi cengkareng
470,1,"warga pluit : kami pilih ahok karena kerjanya, bukan satu etnis.  "
471,1,selesai untuk beberapa waktu. kami tetap setia #pilkadadki2017  
472,1,usai nyoblos ahok hanya tersenyum.  
473,1,"warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos no.3,jangan (((no.2))) dan bagi semua warga dki coblos (((no.2))) #pilkadadki2017"
474,1,selamat pagi salam 2 jari untuk #pilkadadki2017 #pilkadajakarta
475,1,"mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . berdoa dimulai... #pilkadadki2017"
476,1,"meski saya warga sultra, tetapi saya dukung ahok djarot untuk gub.dki jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok"
477,1,"apa yang dicari.? pilih gubernur, yang bisa mimpin jakarta. bukan yang hanya omong kosong #besokguaahok #pilkadadki2017 #pastikanbesokdua"
478,1,satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017
479,1,#pilkadadki2017 kh said aqil sebut #ahok-djarot sejalan dengan nu
480,1,kita butuh pemimpin bermutu bukan sebatas penjaja kau di #pilkadadki2017 nanti semoga @ahokdjarot sukses dan menang
481,1,3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengaminkan tuit ini moga pak purnama @basuki_btp dan pak hidayat terpilih
482,1,iwan fals saja pilih ahok djarot..tahu kan konsistennya iwan fals melawan korupsi ? #pilkadadki2017 @takviri
483,1,tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #badjauntukjakarta
484,1,#1000lilin #rizieqpulang #lilinuntukahok #ahok #ahokdjarot andai saja ini bisa di contoh untuk seluruh indonesia
